brief_id,category,title,priority,current_status,target_cue_ids_or_content,edited_duration_seconds,approved_variants,planned_deliverable_files,loop,generation_model,sound_brief,integration_requirement,source_refs,generation_status
magic_root_cast,magic,Root / cast,P1,shared_or_specific_fallback_only,spell_rootway_tangle;spell_briar_bind;spell_graft_mend;spell_root_bloom_briar_04;spell_root_canopy_graft_06;spell_root_bark_bark_08;spell_root_loam_thorn_10;spell_root_green_rootway_12;spell_root_branch_bloom_14;spell_root_wild_briar_16;spell_root_graft_graft_18;spell_root_bloom_bark_20;spell_root_canopy_thorn_22;spell_root_bark_rootway_24;spell_root_loam_bloom_26;spell_root_green_briar_28;spell_root_heartwood_renewal,0.4-2.0,2,2,no,Small-SFX,"growing wood, roots, leaf movement, pollen and living repair. Two short cast gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_root_empower,magic,Root / empower,P1,shared_or_specific_fallback_only,spell_root_branch_bloom_14;spell_root_loam_bloom_26,0.4-2.0,2,2,no,Small-SFX,"growing wood, roots, leaf movement, pollen and living repair. Two short empower gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_root_expire,magic,Root / expire,P1,shared_or_specific_fallback_only,spell_rootway_tangle;spell_briar_bind;spell_graft_mend;spell_root_bloom_briar_04;spell_root_canopy_graft_06;spell_root_bark_bark_08;spell_root_loam_thorn_10;spell_root_green_rootway_12;spell_root_branch_bloom_14;spell_root_wild_briar_16;spell_root_graft_graft_18;spell_root_bloom_bark_20;spell_root_canopy_thorn_22;spell_root_bark_rootway_24;spell_root_loam_bloom_26;spell_root_green_briar_28;spell_root_heartwood_renewal,0.4-2.0,2,2,no,Small-SFX,"growing wood, roots, leaf movement, pollen and living repair. Two short expire gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_root_field_march,magic,Root / field_march,P1,shared_or_specific_fallback_only,spell_rootway_tangle;spell_root_green_rootway_12;spell_root_bark_rootway_24,0.4-2.0,2,2,no,Small-SFX,"growing wood, roots, leaf movement, pollen and living repair. Two short field march gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_root_heal,magic,Root / heal,P1,shared_or_specific_fallback_only,spell_graft_mend;spell_root_canopy_graft_06;spell_root_graft_graft_18;spell_root_heartwood_renewal,0.4-2.0,2,2,no,Small-SFX,"growing wood, roots, leaf movement, pollen and living repair. Two short heal gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_root_impact,magic,Root / impact,P1,shared_or_specific_fallback_only,spell_root_loam_thorn_10;spell_root_canopy_thorn_22,0.4-2.0,2,2,no,Small-SFX,"growing wood, roots, leaf movement, pollen and living repair. Two short impact gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_root_ward,magic,Root / ward,P1,shared_or_specific_fallback_only,spell_root_bark_bark_08;spell_root_bloom_bark_20,0.4-2.0,2,2,no,Small-SFX,"growing wood, roots, leaf movement, pollen and living repair. Two short ward gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_bind,magic,Veil / bind,P1,shared_or_specific_fallback_only,spell_veil_tide_fogbind_08;spell_veil_mourning_fogbind_20,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short bind gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_cast,magic,Veil / cast,P1,shared_or_specific_fallback_only,spell_fogline_drift;spell_fogwake_step;spell_obituary_mark;spell_veil_mourning_mark_04;spell_veil_salt_step_06;spell_veil_tide_fogbind_08;spell_veil_mist_shroud_10;spell_veil_moon_drift_12;spell_veil_wraith_duel_14;spell_veil_lantern_mark_16;spell_veil_obituary_step_18;spell_veil_mourning_fogbind_20;spell_veil_salt_shroud_22;spell_veil_tide_drift_24;spell_veil_mist_duel_26;spell_veil_moon_mark_28;spell_veil_drowned_bell_verdict,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short cast gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_empower,magic,Veil / empower,P1,shared_or_specific_fallback_only,spell_veil_wraith_duel_14;spell_veil_mist_duel_26,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short empower gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_expire,magic,Veil / expire,P1,shared_or_specific_fallback_only,spell_fogline_drift;spell_fogwake_step;spell_obituary_mark;spell_veil_mourning_mark_04;spell_veil_salt_step_06;spell_veil_tide_fogbind_08;spell_veil_mist_shroud_10;spell_veil_moon_drift_12;spell_veil_wraith_duel_14;spell_veil_lantern_mark_16;spell_veil_obituary_step_18;spell_veil_mourning_fogbind_20;spell_veil_salt_shroud_22;spell_veil_tide_drift_24;spell_veil_mist_duel_26;spell_veil_moon_mark_28;spell_veil_drowned_bell_verdict,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short expire gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_field_march,magic,Veil / field_march,P1,shared_or_specific_fallback_only,spell_fogline_drift;spell_veil_moon_drift_12;spell_veil_tide_drift_24,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short field march gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_haste,magic,Veil / haste,P1,shared_or_specific_fallback_only,spell_fogwake_step;spell_veil_salt_step_06;spell_veil_obituary_step_18,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short haste gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_impact,magic,Veil / impact,P1,shared_or_specific_fallback_only,spell_obituary_mark;spell_veil_mourning_mark_04;spell_veil_lantern_mark_16;spell_veil_moon_mark_28;spell_veil_drowned_bell_verdict,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short impact gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
magic_veil_ward,magic,Veil / ward,P1,shared_or_specific_fallback_only,spell_veil_mist_shroud_10;spell_veil_salt_shroud_22,0.4-2.0,2,2,no,Small-SFX,"fog breath, water, memory bells and dissolving spectral cloth. Two short ward gestures with clear onset, no speech or music. Cast, impact and expiry must remain separate assets.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Route by actual school/effect, without giving unrelated spells another spell identity; only emit expiry where a timed status actually expires.",content/spells.json; scenes/battle/BattleBoardView.gd:2542,not_started
move_dirt,movement,Travel steps: dirt,P1,shared_generic_only,dirt,0.15-0.5,4,4,no,Small-SFX,Four separate dry dirt boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_grass,movement,Travel steps: grass,P1,shared_generic_only,grass,0.15-0.5,4,4,no,Small-SFX,Four separate dry grass boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_mud,movement,Travel steps: mud,P1,shared_generic_only,mud,0.15-0.5,4,4,no,Small-SFX,Four separate dry mud boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_sand,movement,Travel steps: sand,P1,shared_generic_only,sand,0.15-0.5,4,4,no,Small-SFX,Four separate dry sand boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_shallow_water,movement,Travel steps: shallow_water,P1,shared_generic_only,shallow_water,0.15-0.5,4,4,no,Small-SFX,Four separate dry shallow water boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_snow,movement,Travel steps: snow,P1,shared_generic_only,snow,0.15-0.5,4,4,no,Small-SFX,Four separate dry snow boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_stone,movement,Travel steps: stone,P1,shared_generic_only,stone,0.15-0.5,4,4,no,Small-SFX,Four separate dry stone boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_underground,movement,Travel steps: underground,P1,shared_generic_only,underground,0.15-0.5,4,4,no,Small-SFX,Four separate dry underground boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
move_wood,movement,Travel steps: wood,P1,shared_generic_only,wood,0.15-0.5,4,4,no,Small-SFX,Four separate dry wood boot or equipment step variations. No baked rhythmic loop; no music or speech. Mounted gait requires confirmed hero art.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Ground material must come from the actual visible movement context, including level.",scripts/autoload/PresentationAudio.gd; scenes/battle/BattleBoardView.gd; content/biomes.json,not_started
notice_hero_level_up,notifications,Hero Level Up,P1,no_dedicated_cue,hero_level_up,0.3-2.0,1,1,no,Small-SFX,short warm original progression fanfare. No speech; keep subordinate to player actions.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
notice_new_day,notifications,New Day,P1,no_dedicated_cue,new_day,0.3-2.0,1,1,no,Small-SFX,"short warm dawn command signal, not a continuous day_pulse loop. No speech; keep subordinate to player actions.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
notice_new_week,notifications,New Week,P1,no_dedicated_cue,new_week,0.3-2.0,1,1,no,Small-SFX,slightly fuller weekly muster and renewal signal. No speech; keep subordinate to player actions.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
notice_objective_complete,notifications,Objective Complete,P1,no_dedicated_cue,objective_complete,0.3-2.0,1,1,no,Small-SFX,compact affirmative achievement phrase. No speech; keep subordinate to player actions.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
notice_objective_update,notifications,Objective Update,P1,no_dedicated_cue,objective_update,0.3-2.0,1,1,no,Small-SFX,small resolved parchment and seal accent. No speech; keep subordinate to player actions.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
notice_player_turn,notifications,Player Turn,P1,no_dedicated_cue,player_turn,0.3-2.0,1,1,no,Small-SFX,restrained return-of-command signal after AI playback. No speech; keep subordinate to player actions.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
notice_resource_shortfall,notifications,Resource Shortfall,P1,no_dedicated_cue,resource_shortfall,0.3-2.0,1,1,no,Small-SFX,"soft distinct deficit warning, may reuse UI invalid if redundant. No speech; keep subordinate to player actions.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
notice_town_threat,notifications,Town Threat,P1,no_dedicated_cue,town_threat,0.3-2.0,1,1,no,Small-SFX,low restrained warning for exposed town or approaching revealed threat. No speech; keep subordinate to player actions.,"New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Fire only on a committed transition, never a refresh, and coalesce repeats.",scenes/overworld/OverworldShell.gd; scripts/core/HeroProgressionRules.gd; scripts/core/ScenarioRules.gd,not_started
resource_aetherglass,resources,Aetherglass pickup,P1,shared_generic_only,aetherglass,0.2-0.7,2,2,no,Small-SFX,"mirror shards, lens fruit, prism relays, and cold glass glints. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_brass_scrip,resources,Brass scrip pickup,P1,shared_generic_only,brass_scrip,0.2-0.7,2,2,no,Small-SFX,"stamped contract plates, debt tags, furnace seals, and rail tallies. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_embergrain,resources,Embergrain pickup,P1,shared_generic_only,embergrain,0.2-0.7,2,2,no,Small-SFX,"sealed grain, ration sacks, warm lamp seed, and civic granary marks. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_gold,resources,Gold pickup,P1,shared_generic_only,gold,0.2-0.7,2,2,no,Small-SFX,"coin, payroll, and public exchange. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_memory_salt,resources,Memory salt pickup,P1,shared_generic_only,memory_salt,0.2-0.7,2,2,no,Small-SFX,"pale salvage salt, fog charts, bell ledgers, and wreck claims. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_ore,resources,Ore pickup,P1,shared_generic_only,ore,0.2-0.7,2,2,no,Small-SFX,"quarry blocks, metal seams, and tool stock. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_peatwax,resources,Peatwax pickup,P1,shared_generic_only,peatwax,0.2-0.7,2,2,no,Small-SFX,"dark fuel bricks, wax seals, marsh smoke, and ferry votives. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_verdant_grafts,resources,Verdant grafts pickup,P1,shared_generic_only,verdant_grafts,0.2-0.7,2,2,no,Small-SFX,"living cuttings, bound roots, nursery bundles, and renewal knots. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
resource_wood,resources,Wood pickup,P1,shared_generic_only,wood,0.2-0.7,2,2,no,Small-SFX,"cut beams, road planks, rails, and wood yards. Two close, concise material pickup/transfer sounds, no music or speech.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior.",content/resources.json; scripts/autoload/PresentationAudio.gd,not_started
stinger_battle_enter,stingers,Battle Enter,P1,no_dedicated_cue,battle_enter,3-8,1,1,no,Medium,"Original instrumental fantasy brief tension rise into battle. Clean full ending, no vocals; compatible with generic palette.",New one-shot music/stinger routing and music ducking required; do not loop these through current outcome music.,scenes/battle/BattleShell.gd; scenes/results/ScenarioOutcomeShell.gd; scripts/autoload/MusicAudio.gd,not_started
stinger_battle_loss,stingers,Battle Loss,P1,no_dedicated_cue,battle_loss,3-8,1,1,no,Medium,"Original instrumental fantasy restrained defeat cadence. Clean full ending, no vocals; compatible with generic palette.",New one-shot music/stinger routing and music ducking required; do not loop these through current outcome music.,scenes/battle/BattleShell.gd; scenes/results/ScenarioOutcomeShell.gd; scripts/autoload/MusicAudio.gd,not_started
stinger_battle_win,stingers,Battle Win,P1,no_dedicated_cue,battle_win,3-8,1,1,no,Medium,"Original instrumental fantasy earned short victory resolution. Clean full ending, no vocals; compatible with generic palette.",New one-shot music/stinger routing and music ducking required; do not loop these through current outcome music.,scenes/battle/BattleShell.gd; scenes/results/ScenarioOutcomeShell.gd; scripts/autoload/MusicAudio.gd,not_started
stinger_campaign_chapter,stingers,Campaign Chapter,P1,no_dedicated_cue,campaign_chapter,3-8,1,1,no,Medium,"Original instrumental fantasy quiet chapter transition. Clean full ending, no vocals; compatible with generic palette.",New one-shot music/stinger routing and music ducking required; do not loop these through current outcome music.,scenes/battle/BattleShell.gd; scenes/results/ScenarioOutcomeShell.gd; scripts/autoload/MusicAudio.gd,not_started
stinger_campaign_complete,stingers,Campaign Complete,P1,no_dedicated_cue,campaign_complete,3-8,1,1,no,Medium,"Original instrumental fantasy warm complete-journey resolution. Clean full ending, no vocals; compatible with generic palette.",New one-shot music/stinger routing and music ducking required; do not loop these through current outcome music.,scenes/battle/BattleShell.gd; scenes/results/ScenarioOutcomeShell.gd; scripts/autoload/MusicAudio.gd,not_started
stinger_rare_discovery,stingers,Rare Discovery,P1,no_dedicated_cue,rare_discovery,3-8,1,1,no,Medium,"Original instrumental fantasy short wonder accent for a major discovery. Clean full ending, no vocals; compatible with generic palette.",New one-shot music/stinger routing and music ducking required; do not loop these through current outcome music.,scenes/battle/BattleShell.gd; scenes/results/ScenarioOutcomeShell.gd; scripts/autoload/MusicAudio.gd,not_started
town_amb_brasshollow,town_ambience,Brasshollow Combine town bed,P1,no_dedicated_route,faction_brasshollow,60-90,1,1,yes,Medium,"distant forge, measured gears, ventilation and steam without exhausting continuous clatter. No intelligible dialogue or music; leave room for town theme.",Add town-context ambience lifecycle and Effects mixing; AmbientAudio currently serves Overworld.,content/factions.json; content/towns.json; scenes/town/TownShell.gd,not_started
town_amb_embercourt,town_ambience,Embercourt League town bed,P1,no_dedicated_route,faction_embercourt,60-90,1,1,yes,Medium,"river locks, rope work, civic bell and restrained distant market activity. No intelligible dialogue or music; leave room for town theme.",Add town-context ambience lifecycle and Effects mixing; AmbientAudio currently serves Overworld.,content/factions.json; content/towns.json; scenes/town/TownShell.gd,not_started
town_amb_mireclaw,town_ambience,Mireclaw Covenant town bed,P1,no_dedicated_route,faction_mireclaw,60-90,1,1,yes,Medium,"ferry chains, reeds, wet timber, sparse camp drums and insects. No intelligible dialogue or music; leave room for town theme.",Add town-context ambience lifecycle and Effects mixing; AmbientAudio currently serves Overworld.,content/factions.json; content/towns.json; scenes/town/TownShell.gd,not_started
town_amb_sunvault,town_ambience,Sunvault Compact town bed,P1,no_dedicated_route,faction_sunvault,60-90,1,1,yes,Medium,"breeze through arrays, subtle glass contacts and quiet workshop movement. No intelligible dialogue or music; leave room for town theme.",Add town-context ambience lifecycle and Effects mixing; AmbientAudio currently serves Overworld.,content/factions.json; content/towns.json; scenes/town/TownShell.gd,not_started
town_amb_thornwake,town_ambience,Thornwake Concord town bed,P1,no_dedicated_route,faction_thornwake,60-90,1,1,yes,Medium,"living leaves, branch creaks, gardeners tools and sparse birds. No intelligible dialogue or music; leave room for town theme.",Add town-context ambience lifecycle and Effects mixing; AmbientAudio currently serves Overworld.,content/factions.json; content/towns.json; scenes/town/TownShell.gd,not_started
town_amb_veilmourn,town_ambience,Veilmourn Armada town bed,P1,no_dedicated_route,faction_veilmourn,60-90,1,1,yes,Medium,"harbor water, rigging, wood creaks and very distant funeral bells. No intelligible dialogue or music; leave room for town theme.",Add town-context ambience lifecycle and Effects mixing; AmbientAudio currently serves Overworld.,content/factions.json; content/towns.json; scenes/town/TownShell.gd,not_started
body_amphibian,unit_body,Amphibian body bank,P1,shared_generic_only,amphibian,0.2-2.5,12,12,no,Small-SFX,"large frog or shelled marsh beast, wet croak, pad slap and body movement. Deliver move x4, attack exertion x4, hit reaction x2, defeat/fall x2 as separate files. No music. Idle variants are optional and should usually stay silent.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Bank assignment is proposed from authored identity; verify rendered body/material before generation. Do not infer species or equipment from faction alone.",content/units.json; content/unit_animation_manifest.json,not_started
body_antlered,unit_body,Antlered body bank,P1,shared_generic_only,antlered,0.2-2.5,12,12,no,Small-SFX,"large hoofed beast, breath, antler movement and heavy collapse. Deliver move x4, attack exertion x4, hit reaction x2, defeat/fall x2 as separate files. No music. Idle variants are optional and should usually stay silent.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Bank assignment is proposed from authored identity; verify rendered body/material before generation. Do not infer species or equipment from faction alone.",content/units.json; content/unit_animation_manifest.json,not_started
body_bear,unit_body,Bear body bank,P1,shared_generic_only,bear,0.2-2.5,12,12,no,Small-SFX,"large furred beast, paws, low growl, restrained pain and fall. Deliver move x4, attack exertion x4, hit reaction x2, defeat/fall x2 as separate files. No music. Idle variants are optional and should usually stay silent.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Bank assignment is proposed from authored identity; verify rendered body/material before generation. Do not infer species or equipment from faction alone.",content/units.json; content/unit_animation_manifest.json,not_started
body_bog_brute,unit_body,Bog Brute body bank,P1,shared_generic_only,bog_brute,0.2-2.5,12,12,no,Small-SFX,"heavy marsh brute, wet breathing, weighty feet and low animal exertion. Deliver move x4, attack exertion x4, hit reaction x2, defeat/fall x2 as separate files. No music. Idle variants are optional and should usually stay silent.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Bank assignment is proposed from authored identity; verify rendered body/material before generation. Do not infer species or equipment from faction alone.",content/units.json; content/unit_animation_manifest.json,not_started
body_crystal,unit_body,Crystal body bank,P1,shared_generic_only,crystal,0.2-2.5,12,12,no,Small-SFX,"weighty glass-stone motion, resonant facet contact and crackling collapse. Deliver move x4, attack exertion x4, hit reaction x2, defeat/fall x2 as separate files. No music. Idle variants are optional and should usually stay silent.","New data-driven selection and event routing required; preserve existing generic fallback, event timing, mute, cooldown and voice-budget behavior. Bank assignment is proposed from authored identity; verify rendered body/material before generation. Do not infer species or equipment from faction alone.",content/units.json; content/unit_animation_manifest.json,not_started
